player_id,first_name,last_name,birth_date,birth_city,birth_country,birth_state_province,birth_year,birth_month
8446978,Robbie,Ftorek,1/2/1952,Needham,USA,Massachusetts,1952,1
8447310,Michel,Goulet,4/21/1960,Péribonka,CAN,Quebec,1960,4
8447865,Jamie,Hislop,1/20/1954,Sarnia,CAN,Ontario,1954,1
8448733,Rich,Leduc,8/24/1951,Ile Perrot,CAN,Quebec,1951,8
8450467,Pierre,Plante,5/14/1951,Valleyfield,CAN,Quebec,1951,5
8450815,Jacques,Richard,10/7/1952,Quebec City,CAN,Quebec,1952,10
8451134,Bernie,Saunders,6/21/1956,Montréal,CAN,Quebec,1956,6
8451432,Louis,Sleigher,10/23/1958,Nouvelle,CAN,Quebec,1958,10
8451565,John,Smrke,2/25/1956,Chicoutimi,CAN,Quebec,1956,2
8451720,John,Stewart,1/2/1954,Toronto,CAN,Ontario,1954,1
8451722,Paul,Stewart,3/21/1955,Boston,USA,Massachusetts,1955,3
8451731,Blair,Stewart,3/15/1953,Winnipeg,CAN,Manitoba,1953,3
8451856,Marc,Tardif,6/12/1949,Granby,CAN,Quebec,1949,6
8451897,Reginald,Thomas,4/21/1953,Lambeth,CAN,Ontario,1953,4
8445338,Paul,Baxter,10/25/1955,Winnipeg,CAN,Manitoba,1955,10
8446774,Dave,Farrish,8/1/1956,Wingham,CAN,Ontario,1956,8
8447666,Gerry,Hart,1/1/1948,Flin Flon,CAN,Manitoba,1948,1
8447930,Dale,Hoganson,7/8/1949,North Battleford,CAN,Saskatchewan,1949,7
8448294,Terry,Johnson,11/28/1958,Calgary,CAN,Alberta,1958,11
8448600,Francois,Lacombe,2/24/1948,Lachine,CAN,Quebec,1948,2
8448701,Garry,Lariviere,12/6/1954,St. Catharines,CAN,Ontario,1954,12
8448745,Barry,Legge,10/22/1954,Winnipeg,CAN,Manitoba,1954,10
8451875,Gregory,Tebbutt,5/11/1957,North Vancouver,CAN,British Columbia,1957,5
8446429,Michel,Dion,2/11/1954,Granby,CAN,Quebec,1954,2
8447945,Goran,Hogosta,4/15/1954,Appelbo,SWE,NA,1954,4
8448891,Ron,Low,6/21/1950,Birtle,CAN,Manitoba,1950,6
8445169,Pierre,Aubry,4/15/1960,Cap-de-la-Madeleine,CAN,Quebec,1960,4
8448117,Dale,Hunter,7/31/1960,Petrolia,CAN,Ontario,1960,7
8450090,John,Paddock,6/9/1954,Brandon,CAN,Manitoba,1954,6
8451688,Anton,Stastny,8/5/1959,Bratislava,SVK,NA,1959,8
8451689,Peter,Stastny,9/18/1956,Bratislava,SVK,NA,1956,9
8452368,John,Wensink,4/1/1953,Cornwall,CAN,Ontario,1953,4
8446077,Kim,Clackson,2/13/1955,Saskatoon,CAN,Saskatchewan,1955,2
8446530,Andre,Dupont,7/27/1949,Trois-Rivières,CAN,Quebec,1949,7
8449171,Mario,Marois,12/15/1957,L'Ancienne-Lorette,CAN,Quebec,1957,12
8450378,Dave,Pichette,2/4/1960,Grand Falls,CAN,Newfoundland and Labrador,1960,2
8450953,Normand,Rochefort,1/28/1961,Trois-Rivières,CAN,Quebec,1961,1
8451883,Gaston,Therrien,5/27/1960,Montréal,CAN,Quebec,1960,5
8445609,Dan,Bouchard,12/12/1950,Val-d'Or,CAN,Quebec,1950,12
8447344,Ron,Grahame,6/7/1950,Victoria,CAN,British Columbia,1950,6
8450468,Michel,Plasse,6/1/1948,Montréal,CAN,Quebec,1948,6
8446981,Miroslav,Frycer,9/27/1959,Ostrava,CZE,NA,1959,9
8447194,Jere,Gillis,1/18/1957,Bend,USA,Oregon,1957,1
8447790,Pat,Hickey,5/15/1953,Brantford,CAN,Ontario,1953,5
8450107,Wilf,Paiement,10/16/1955,Earlton,CAN,Ontario,1955,10
8451687,Marian,Stastny,1/8/1953,Bratislava,SVK,NA,1953,1
8451850,Christian,Tanguay,8/4/1962,Beauport,CAN,Quebec,1962,8
8445583,Michel,Bolduc,3/13/1961,Ange-Gardien,CAN,Quebec,1961,3
8447482,Jean,Hamel,6/26/1952,Asbestos,CAN,Quebec,1952,6
8449662,Randy,Moller,8/23/1963,Red Deer,CAN,Alberta,1963,8
8449096,Clint,Malarchuk,5/1/1961,Grande Prairie,CAN,Alberta,1961,5
8446551,Mike,Eagles,3/7/1963,Sussex,CAN,New Brunswick,1963,3
8447074,Jean-Marc,Gaulin,3/3/1962,Balve,DEU,NA,1962,3
8451580,Dennis,Sobchuk,1/12/1954,Lang,CAN,Saskatchewan,1954,1
8451922,Tim,Tookey,8/29/1960,Edmonton,CAN,Alberta,1960,8
8446635,Anders,Eldebrink,12/11/1960,Kalix,SWE,NA,1960,12
8448695,Rick,Lapointe,8/2/1955,Victoria,CAN,British Columbia,1955,8
8449119,Jimmy,Mann,4/17/1959,Montréal,CAN,Quebec,1959,4
8451141,Jean-Francois,Sauve,1/23/1960,Ste-Genevieve,CAN,Quebec,1960,1
8451144,Andre,Savard,9/2/1953,Temiscamingue,CAN,Quebec,1953,9
8446437,Gord,Donnelly,4/5/1962,Montréal,CAN,Quebec,1962,4
8446443,Andre,Dore,2/11/1958,Ottawa,CAN,Ontario,1958,2
8452156,John,Van Boxmeer,11/20/1952,Petrolia,CAN,Ontario,1952,11
8446899,Brian,Ford,9/22/1961,Edmonton,CAN,Alberta,1961,9
8446507,Luc,Dufour,2/13/1963,Chicoutimi,CAN,Quebec,1963,2
8447393,Wayne,Groulx,2/2/1965,Welland,CAN,Ontario,1965,2
8447985,Mike,Hough,2/6/1963,Montréal,CAN,Quebec,1963,2
8448563,Mark,Kumpel,3/7/1961,Wakefield,USA,Massachusetts,1961,3
8448763,Edward,Lee,12/17/1961,Rochester,USA,New York,1961,12
8448773,Alain,Lemieux,5/24/1961,Montréal,CAN,Quebec,1961,5
8452197,Yvon,Vautour,9/10/1956,St. John,CAN,New Brunswick,1956,9
8445418,Bruce,Bell,2/15/1965,Toronto,CAN,Ontario,1965,2
8447444,Roger,Hagglund,7/2/1961,Umea,SWE,NA,1961,7
8448385,Claude,Julien,4/23/1960,Blind River,CAN,Ontario,1960,4
8448827,Peter,Loob,7/23/1957,Gotland,SWE,NA,1957,7
8451308,Richard,Sevigny,4/11/1957,Montréal,CAN,Quebec,1957,4
8448686,David,Latta,1/3/1967,Thunder Bay,CAN,Ontario,1967,1
8450218,Steve,Patrick,2/4/1961,Winnipeg,CAN,Manitoba,1961,2
8451753,Trevor,Stienburg,5/13/1965,Kingston,CAN,Ontario,1965,5
8444962,Peter,Andersson,3/2/1962,Federtalve,SWE,NA,1962,3
8446372,Gilbert,Delorme,11/25/1962,Boucherville,CAN,Quebec,1962,11
8446825,Steven,Finn,8/20/1966,Laval,CAN,Quebec,1966,8
8450359,Robert,Picard,5/25/1957,Montréal,CAN,Quebec,1957,5
8450509,Daniel,Poudrier,2/15/1964,Thetford Mines,CAN,Quebec,1964,2
8446363,Bill,Derlago,8/25/1958,Birtle,CAN,Manitoba,1958,8
8447754,Yves,Heroux,4/27/1965,Terrebonne,CAN,Quebec,1965,4
8448627,Jason,Lafreniere,12/6/1966,St. Catharines,CAN,Ontario,1966,12
8448655,Lane,Lambert,11/18/1964,Melfort,CAN,Saskatchewan,1964,11
8449589,Max,Middendorf,4/18/1967,Syracuse,USA,New York,1967,4
8449972,John,Ogrodnick,6/20/1959,Ottawa,CAN,Ontario,1959,6
8450611,Ken,Quinney,5/23/1965,New Westminster,CAN,British Columbia,1965,5
8451330,Scott,Shaunessy,1/22/1964,Newport,USA,Rhode Island,1964,1
8451327,Doug,Shedden,4/29/1961,Wallaceburg,CAN,Ontario,1961,4
8446935,Marc,Fortier,2/26/1966,Sherbrooke,CAN,Quebec,1966,2
8447684,Alan,Haworth,9/1/1960,Drummondville,CAN,Quebec,1960,9
8448204,Jeff,Jackson,4/24/1965,Chatham,CAN,Ontario,1965,4
8448567,Stu,Kulak,3/10/1963,Edmonton,CAN,Alberta,1963,3
8449463,Ken,Mcrae,4/23/1968,Winchester,CAN,Ontario,1968,4
8449799,Mike,Natyshak,11/29/1963,Belle River,CAN,Ontario,1963,11
8444919,Tommy,Albelin,5/21/1964,Stockholm,SWE,NA,1964,5
8445920,Terry,Carkner,3/7/1966,Smiths Falls,CAN,Ontario,1966,3
8446435,Bobby,Dollas,1/31/1965,Montréal,CAN,Quebec,1965,1
8447388,Stephane,Guerard,4/12/1968,St. Elisabeth,CAN,Quebec,1968,4
8450809,Jean-Marc,Richard,10/8/1966,Pont-Rouge,CAN,Quebec,1966,10
8445693,Mario,Brunetta,1/25/1967,Quebec City,CAN,Quebec,1967,1
8451837,Ron,Tugnutt,10/22/1967,Scarborough,CAN,Ontario,1967,10
8445223,Joel,Baillargeon,10/6/1964,Charlesbourg,CAN,Quebec,1964,10
8447962,Dean,Hopkins,6/6/1959,Cobourg,CAN,Ontario,1959,6
8448483,Darin,Kimble,11/22/1968,Lucky Lake,CAN,Saskatchewan,1968,11
8449066,Jacques,Mailhot,12/5/1961,Shawinigan,CAN,Quebec,1961,12
8450483,Walt,Poddubny,2/14/1960,Thunder Bay,CAN,Ontario,1960,2
8451101,Joe,Sakic,7/7/1969,Burnaby,CAN,British Columbia,1969,7
8452221,Mark,Vermette,10/3/1967,Cochenour,CAN,Ontario,1967,10
8448255,Iiro,Jarvi,3/23/1965,Helsinki,FIN,NA,1965,3
8451570,Greg,Smyth,4/23/1966,Oakville,CAN,Ontario,1966,4
8449286,Bob,Mason,4/22/1961,International Falls,USA,Minnesota,1961,4
8446353,Lucien,DeBlois,6/21/1957,Joliette,CAN,Quebec,1957,6
8446432,Daniel,Dore,4/9/1970,Saint-Jerome,CAN,Quebec,1970,4
8448624,Guy,Lafleur,9/20/1951,Thurso,CAN,Quebec,1951,9
8448870,Claude,Loiselle,5/29/1963,Ottawa,CAN,Ontario,1963,5
8449698,Stephane,Morin,3/27/1969,Montréal,CAN,Quebec,1969,3
8451014,Jean-Marc,Routhier,2/2/1968,Quebec City,CAN,Quebec,1968,2
8451117,Everett,Sanipass,2/13/1968,Big Cove,CAN,New Brunswick,1968,2
8451297,Jaroslav,Sevcik,5/15/1965,Brno,CZE,NA,1965,5
8451293,Brent,Severyn,2/22/1966,Vegreville,CAN,Alberta,1966,2
8452226,Dan,Vincelette,8/1/1967,Verdun,CAN,Quebec,1967,8
8445204,Jamie,Baker,3/22/1968,Toronto,CAN,Ontario,1968,3
8446062,Joe,Cirella,5/9/1963,Hamilton,CAN,Ontario,1963,5
8446475,Mario,Doyon,8/27/1968,Quebec City,CAN,Quebec,1968,8
8446873,Bryan,Fogarty,6/11/1969,Brantford,CAN,Ontario,1969,6
8450348,Michel,Petit,2/12/1964,St. Malo,CAN,Quebec,1964,2
8452516,Craig,Wolanin,7/27/1967,Grosse Pointe,USA,Michigan,1967,7
8446831,Stephane,Fiset,6/17/1970,Montréal,CAN,Quebec,1970,6
8447291,Scott,Gordon,2/6/1963,South Easton,USA,Massachusetts,1963,2
8449779,Sergei,Mylnikov,10/6/1958,Chelyabinsk,RUS,NA,1958,10
8451859,John,Tanner,3/17/1971,Cambridge,CAN,Ontario,1971,3
8445202,Jamie,Baker,8/31/1966,Ottawa,CAN,Ontario,1966,8
8448674,Claude,Lapointe,10/11/1968,Lachine,CAN,Quebec,1968,10
8457185,Bruce,Major,1/3/1967,Vernon,CAN,British Columbia,1967,1
8449401,Michael,Mcneil,7/22/1966,Winona,USA,Minnesota,1966,7
8449895,Owen,Nolan,2/12/1972,Belfast,GBR,NA,1972,2
8450267,Scott,Pearson,12/19/1969,Cornwall,CAN,Ontario,1969,12
8450650,Herb,Raglan,8/5/1967,Peterborough,CAN,Ontario,1967,8
8450889,Serge,Roberge,3/31/1965,Les Saules,CAN,Quebec,1965,3
8451774,Mats,Sundin,2/13/1971,Bromma,SWE,NA,1971,2
8452019,Tony,Twist,5/9/1968,Prince George,CAN,British Columbia,1968,5
8452159,Wayne,Van Dorp,5/19/1961,Burnaby,CAN,British Columbia,1961,5
8444957,Shawn,Anderson,2/7/1968,Montréal,CAN,Quebec,1968,2
8447363,Alexei,Gusarov,7/8/1964,Moscow,RUS,NA,1964,7
8456956,Dan,Lambert,1/12/1970,St. Boniface,CAN,Manitoba,1970,1
8446089,Jacques,Cloutier,1/3/1960,Noranda,CAN,Quebec,1960,1
8446017,Gino,Cavallini,11/24/1962,Toronto,CAN,Ontario,1962,11
8455838,Stephane,Charbonneau,6/27/1970,Ste-Adele,CAN,Quebec,1970,6
8456770,Valeri,Kamensky,4/18/1966,Voskresensk,RUS,NA,1966,4
8448534,John,Kordic,3/22/1965,Edmonton,CAN,Alberta,1965,3
8450200,Greg,Paslawski,8/25/1961,Kindersley,CAN,Saskatchewan,1961,8
8458534,Martin,Rucinsky,3/11/1971,Most,CZE,NA,1971,3
8451917,John,Tonelli,3/23/1957,Hamilton,CAN,Ontario,1957,3
8456283,Adam,Foote,7/10/1971,Toronto,CAN,Ontario,1971,7
8458582,Dave,Karpa,5/7/1971,Regina,CAN,Saskatchewan,1971,5
8456852,Jon,Klemm,1/8/1970,Cranbrook,CAN,British Columbia,1970,1
8449136,Dave,Marcinyshyn,2/4/1967,Edmonton,CAN,Alberta,1967,2
8457901,Andrew,Rymsha,12/10/1968,St. Catharines,CAN,Ontario,1968,12
8451840,Mikhail,Tatarinov,7/16/1966,Irkutsk,RUS,NA,1966,7
8455447,Niklas,Andersson,5/20/1971,Kungalv,SWE,NA,1971,5
8448118,Tim,Hunter,9/10/1960,Calgary,CAN,Alberta,1960,9
8456882,Andrei,Kovalenko,6/7/1970,Balakovo,RUS,NA,1970,6
8450817,Mike,Ricci,10/27/1971,Scarborough,CAN,Ontario,1971,10
8458031,Chris,Simon,1/30/1972,Wawa,CAN,Ontario,1972,1
8446494,Steve,Duchesne,6/30/1965,Sept-Iles,CAN,Quebec,1965,6
8456202,Leonard,Esau,3/16/1968,Meadow Lake,CAN,Saskatchewan,1968,3
8448048,Kerry,Huffman,1/3/1968,Peterborough,CAN,Ontario,1968,1
8447775,Ron,Hextall,5/3/1964,Brandon,CAN,Manitoba,1964,5
8445281,Bob,Bassen,5/6/1965,Calgary,CAN,Alberta,1965,5
8458538,Rene,Corbet,6/25/1973,Victoriaville,CAN,Quebec,1973,6
8456306,Iain,Fraser,8/10/1969,Scarborough,CAN,Ontario,1969,8
8447091,Martin,Gelinas,6/5/1970,Shawinigan,CAN,Quebec,1970,6
8457069,Chris,Lindberg,4/16/1967,Fort Frances,CAN,Ontario,1967,4
8457533,Dwayne,Norris,1/8/1970,St. Johns,CAN,Newfoundland and Labrador,1970,1
8451152,Reginald,Savage,5/1/1970,Montréal,CAN,Quebec,1970,5
8459060,Paxton,Schulte,7/16/1972,Onoway,CAN,Alberta,1972,7
8451793,Ron,Sutter,12/2/1963,Viking,CAN,Alberta,1963,12
8445803,Garth,Butcher,1/8/1963,Regina,CAN,Saskatchewan,1963,1
8446177,Alain,Cote,4/14/1967,Montmagny,CAN,Quebec,1967,4
8456669,Mike,Hurlbut,10/7/1966,Massena,USA,New York,1966,10
8457312,Mike,Mckee,6/18/1969,Toronto,CAN,Ontario,1969,6
8457384,Aaron,Miller,8/11/1971,Buffalo,USA,New York,1971,8
8458373,Brad,Werenka,2/12/1969,Two Hills,CAN,Alberta,1969,2
8458075,Garth,Snow,7/28/1969,Wrentham,USA,Massachusetts,1969,7
8459432,Jocelyn,Thibault,1/12/1975,Montréal,CAN,Quebec,1975,1
8446085,Wendel,Clark,10/25/1966,Kelvington,CAN,Saskatchewan,1966,10
8459436,Adam,Deadmarsh,5/10/1975,Trail,CAN,British Columbia,1975,5
8458520,Peter,Forsberg,7/20/1973,Ornskoldsvik,SWE,NA,1973,7
8456647,Bill,Huard,6/24/1967,Welland,CAN,Ontario,1967,6
8458805,Janne,Laukkanen,3/19/1970,Lahti,FIN,NA,1970,3
8448770,Sylvain,Lefebvre,10/14/1967,Richmond,CAN,Quebec,1967,10
8445454,John,Bethel,1/15/1957,Montréal,CAN,Quebec,1957,1
8446079,Dave,Christian,5/12/1959,Warroad,USA,Minnesota,1959,5
8446293,Pat,Daley,3/27/1959,Marville,FRA,NA,1959,3
8446420,Wayne,Dillon,5/25/1955,Toronto,CAN,Ontario,1955,5
8447365,Hilliard,Graves,10/18/1950,St. John,CAN,New Brunswick,1950,10
8447419,Bobby,Guindon,11/19/1950,Labelle,CAN,Quebec,1950,11
8447950,Larry,Hopkins,3/17/1954,Oshawa,CAN,Ontario,1954,3
8448019,Dave,Hoyda,5/20/1957,Edmonton,CAN,Alberta,1957,5
8448804,Bill,Lesuk,11/1/1946,Moose Jaw,CAN,Saskatchewan,1946,11
8448858,Willy,Lindstrom,5/5/1951,Grums,SWE,NA,1951,5
8448912,Morris,Lukowich,6/1/1956,Speers,CAN,Saskatchewan,1956,6
8449190,Peter,Marsh,12/21/1956,Halifax,CAN,Nova Scotia,1956,12
8447826,Gord,McTavish,6/3/1954,Guelph,CAN,Ontario,1954,6
8449650,Lyle,Moffatt,3/19/1948,Calgary,CAN,Alberta,1948,3
8450843,Bill,Riley,9/20/1950,Amherst,CAN,Nova Scotia,1950,9
8450849,Gerry,Rioux,2/17/1959,Iroquois Falls,CAN,Ontario,1959,2
8451629,Lorne,Stamler,8/9/1951,Winnipeg,CAN,Manitoba,1951,8
8451781,Peter,Sullivan,7/25/1951,Toronto,CAN,Ontario,1951,7
8451920,Glenn,Tomalty,7/23/1954,Lachute,CAN,Quebec,1954,7
8452495,Ron,Wilson,5/13/1956,Toronto,CAN,Ontario,1956,5
8444923,Mike,Amodeo,6/22/1952,Toronto,CAN,Ontario,1952,6
8445877,Al,Cameron,10/21/1955,Edmonton,CAN,Alberta,1955,10
8445900,Scott,Campbell,6/22/1957,Toronto,CAN,Ontario,1957,6
8446168,Ross,Cory,2/4/1957,Calgary,CAN,Alberta,1957,2
8448959,Donald,MacIver,5/3/1955,Montréal,CAN,Quebec,1955,5
8449555,Barry,Melrose,7/15/1956,Kelvington,CAN,Saskatchewan,1956,7
8449927,Craig,Norwich,12/15/1955,Edina,USA,Minnesota,1955,12
8451388,Lars,Sjoberg,4/5/1944,Falun,SWE,NA,1944,4
8451529,Gord,Smith,11/17/1949,Perth,CAN,Ontario,1949,11
8447483,Pierre,Hamel,9/16/1952,Montréal,CAN,Quebec,1952,9
8445353,Sandy,Beadle,7/12/1960,Regina,CAN,Saskatchewan,1960,7
8445643,Rick,Bowness,1/25/1955,Moncton,CAN,New Brunswick,1955,1
8446048,Dave,Chartier,2/15/1961,St. Lazare,CAN,Manitoba,1961,2
8446498,Rick,Dudley,1/31/1949,Toronto,CAN,Ontario,1949,1
8446544,Murray,Eaves,5/10/1960,Calgary,CAN,Alberta,1960,5
8447115,Danny,Geoffrion,1/24/1958,Montréal,CAN,Quebec,1958,1
8448743,Doug,Lecuyer,3/10/1958,Wainwright,CAN,Alberta,1958,3
8451691,Anders,Steen,4/28/1955,Nykoping,SWE,NA,1955,4
8445520,Tom,Bladon,12/29/1952,Edmonton,CAN,Alberta,1952,12
8448876,Barry,Long,1/31/1949,Brantford,CAN,Ontario,1949,1
8449731,Richard,Mulhern,3/1/1955,Edmonton,CAN,Alberta,1955,3
8450465,Mark,Plantery,5/14/1959,St. Catharines,CAN,Ontario,1959,5
8451621,Don,Spring,6/16/1959,Maracaibo,VEN,NA,1959,6
8452419,William,Whelton,8/28/1959,Everett,USA,Massachusetts,1959,8
8448861,Ronald,Loustel,3/7/1962,Gilbert Plains,CAN,Manitoba,1962,3
8445088,Scott,Arniel,9/17/1962,Cornwall,CAN,Ontario,1962,9
8447685,Dale,Hawerchuk,4/4/1963,Toronto,CAN,Ontario,1963,4
8448860,Bengt,Lundholm,8/4/1955,Falun,SWE,NA,1955,8
8448981,Paul,Maclean,3/9/1958,Grostenquin,FRA,NA,1958,3
8451697,Thomas,Steen,6/8/1960,Grums,SWE,NA,1960,6
8451150,Serge,Savard,1/22/1946,Montréal,CAN,Quebec,1946,1
8452347,Tim,Watters,7/25/1959,Kamloops,CAN,British Columbia,1959,7
8451595,Doug,Soetaert,4/21/1955,Edmonton,CAN,Alberta,1955,4
8445603,Laurie,Boschman,6/4/1960,Major,CAN,Saskatchewan,1960,6
8445808,Jerry,Butler,2/27/1951,Sarnia,CAN,Ontario,1951,2
8449742,Brian,Mullen,3/16/1962,New York City,USA,New York,1962,3
8445901,Wade,Campbell,1/2/1961,Peace River,CAN,Alberta,1961,1
8448577,Jim,Kyte,3/21/1964,Ottawa,CAN,Ontario,1964,3
8447161,John,Gibson,7/2/1959,St. Catharines,CAN,Ontario,1959,7
8448688,Mike,Lauen,2/9/1961,Marinette,USA,Wisconsin,1961,2
8449326,Andrew,Mcbain,2/18/1965,Toronto,CAN,Ontario,1965,2
8445938,Randy,Carlyle,4/19/1956,Sudbury,CAN,Ontario,1956,4
8451257,Jyrki,Seppa,11/14/1961,Tampere,FIN,NA,1961,11
8445457,Marc,Behrend,1/11/1961,Madison,USA,Wisconsin,1961,1
8449884,Jim,Nill,4/11/1958,Hanna,CAN,Alberta,1958,4
8450497,Paul,Pooley,8/2/1960,Exeter,CAN,Ontario,1960,8
8451992,Perry,Turnbull,3/9/1959,Bentley,CAN,Alberta,1959,3
8446626,Dave,Ellett,3/30/1964,Cleveland,USA,Ohio,1964,3
8449458,Dan,Mcfall,4/8/1963,Kenmore,USA,New York,1963,4
8447940,Mark,Holden,6/12/1957,Weymouth,USA,Massachusetts,1957,6
8446468,Peter,Douris,2/19/1966,Toronto,CAN,Ontario,1966,2
8449540,Anssi,Melametsa,6/21/1961,Jyväskylä,FIN,NA,1961,6
8451361,Dave,Silk,1/1/1958,Scituate,USA,Massachusetts,1958,1
8451729,Ryan,Stewart,6/1/1967,Kelowna,CAN,British Columbia,1967,6
8446516,Iain,Duncan,8/4/1963,Weston,CAN,Ontario,1963,8
8446682,Craig,Endean,4/13/1968,Kamloops,CAN,British Columbia,1968,4
8447485,Gilles,Hamel,3/18/1960,Asbestos,CAN,Quebec,1960,3
8448253,Hannu,Jarvenpaa,5/19/1963,Ii,FIN,NA,1963,5
8448366,Brad,Jones,6/26/1965,Sterling Heights,USA,Michigan,1965,6
8451008,Steve,Rooney,6/28/1962,Canton,USA,Massachusetts,1962,6
8449971,Fredrik,Olausson,10/5/1966,Dadesjo,SWE,NA,1966,10
8450311,Steve,Penney,2/2/1961,Ste-Foy,CAN,Quebec,1961,2
8450727,Eldon,Reddick,10/6/1964,Halifax,CAN,Nova Scotia,1964,10
8446676,Pat,Elynuik,10/30/1967,Foam Lake,CAN,Saskatchewan,1967,10
8451981,Alfie,Turcotte,1/5/1965,Gary,USA,Indiana,1965,1
8446867,Todd,Flichel,9/14/1964,Osgoode,CAN,Ontario,1964,9
8447292,Guy,Gosselin,6/6/1964,Rochester,USA,Minnesota,1964,6
8451239,Dwight,Schofield,3/25/1956,Waltham,USA,Massachusetts,1956,3
8445654,Darren,Boyko,1/16/1964,Winnipeg,CAN,Manitoba,1964,1
8448053,Brent,Hughes,4/5/1966,New Westminster,CAN,British Columbia,1966,4
8448116,Dave,Hunter,1/1/1958,Petrolia,CAN,Ontario,1958,1
8448381,Anthony,Joseph,3/1/1969,Cornwall,CAN,Ontario,1969,3
8448551,Markku,Kyllonen,2/2/1962,Joensuu,FIN,NA,1962,2
8448678,Guy,Larose,7/31/1967,Hull,CAN,Quebec,1967,7
8448758,Moe,Lemay,2/18/1962,Saskatoon,CAN,Saskatchewan,1962,2
8447756,Matthew,Block,5/16/1966,Whittier,USA,California,1966,5
8446852,Steven,Fletcher,3/31/1962,Montréal,CAN,Quebec,1962,3
8449924,Teppo,Numminen,7/3/1968,Tampere,FIN,NA,1968,7
8446052,Alain,Chevrier,4/23/1961,Cornwall,CAN,Ontario,1961,4
8446480,Tom,Draper,11/20/1966,Montréal,CAN,Quebec,1966,11
8446719,Bob,Essensa,1/14/1965,Toronto,CAN,Ontario,1965,1
8446127,Danton,Cole,1/10/1967,Pontiac,USA,Michigan,1967,1
8446735,Doug,Evans,6/2/1963,Peterborough,CAN,Ontario,1963,6
8449488,Dave,Mcllwain,6/9/1967,Seaforth,CAN,Ontario,1967,6
8449487,Brian,McReynolds,1/5/1965,Penetanguishene,CAN,Ontario,1965,1
8451828,Phil,Sykes,3/18/1959,Pouce Coupe,CAN,British Columbia,1959,3
8446243,Shawn,Cronin,8/20/1963,Joliet,USA,Illinois,1963,8
8445382,Stephane,Beauregard,1/10/1968,Cowansville,CAN,Quebec,1968,1
8455659,Luciano,Borsato,1/7/1966,Richmond Hill,CAN,Ontario,1966,1
8446485,Kris,Draper,5/24/1971,Toronto,CAN,Ontario,1971,5
8446508,Craig,Duncanson,3/17/1967,Sudbury,CAN,Ontario,1967,3
8446705,Bryan,Erickson,3/7/1960,Roseau,USA,Minnesota,1960,3
8448481,Sergei,Kharin,2/20/1963,Odintsovo,RUS,NA,1963,2
8449973,Eddie,Olczyk,8/16/1966,Chicago,USA,Illinois,1966,8
8450073,Mark,Osborne,8/13/1961,Toronto,CAN,Ontario,1961,8
8452377,Simon,Wheeldon,8/30/1966,Vancouver,CAN,British Columbia,1966,8
8447989,Phil,Housley,3/9/1964,St. Paul,USA,Minnesota,1964,3
8450486,Rudy,Poeschek,9/29/1966,Kamloops,CAN,British Columbia,1966,9
8455521,Stu,Barnes,12/25/1970,Spruce Grove,CAN,Alberta,1970,12
8455879,Jason,Cirone,2/21/1971,Toronto,CAN,Ontario,1971,2
8456019,Evgeny,Davydov,5/27/1967,Chelyabinsk,RUS,NA,1967,5
8447673,Mike,Hartman,2/7/1967,Detroit,USA,Michigan,1967,2
8448374,Bob,Joyce,7/11/1966,St. John,CAN,New Brunswick,1966,7
8448765,John,Leblanc,1/21/1964,Campbellton,CAN,New Brunswick,1964,1
8449761,Rob,Murray,4/4/1967,Toronto,CAN,Ontario,1967,4
8449773,Troy,Murray,7/31/1962,Calgary,CAN,Alberta,1962,7
8457847,Russ,Romaniuk,6/9/1970,Winnipeg,CAN,Manitoba,1970,6
8451334,Darrin,Shannon,12/8/1969,Barrie,CAN,Ontario,1969,12
8451429,Petri,Skriko,3/13/1962,Lappeenranta,FIN,NA,1962,3
8448449,Dean,Kennedy,1/18/1963,Redvers,CAN,Saskatchewan,1963,1
8448633,Mike,Lalor,3/8/1963,Buffalo,USA,New York,1963,3
8450260,Kent,Paynter,4/27/1965,Summerside,CAN,Prince Edward Island,1965,4
8458715,Igor,Ulanov,10/1/1969,Krasnokamsk,RUS,NA,1969,10
8457559,Michael,O'Neill,11/3/1967,LaSalle,CAN,Quebec,1967,11
8445683,Andy,Brickley,8/9/1961,Melrose,USA,Massachusetts,1961,8
8446454,Tie,Domi,11/1/1969,Windsor,CAN,Ontario,1969,11
8446487,John,Druce,2/23/1966,Peterborough,CAN,Ontario,1966,2
8448467,Alan,Kerr,3/28/1964,Hazelton,CAN,British Columbia,1964,3
8448487,Kris,King,2/18/1966,Bracebridge,CAN,Ontario,1966,2
8457061,Scott,Levins,1/30/1970,Spokane,USA,Washington,1970,1
8457981,Teemu,Selanne,7/3/1970,Helsinki,FIN,NA,1970,7
8458487,Alexei,Zhamnov,10/1/1970,Moscow,RUS,NA,1970,10
8458953,Sergei,Bautin,3/11/1967,Rogachev,RUS,NA,1967,3
8456153,Dallas,Eakins,1/20/1967,Dade City,USA,Florida,1967,1
8459359,Anatoli,Fedotov,5/11/1966,Saratov,RUS,NA,1966,5
8448014,Jim,Hrivnak,5/28/1968,Montréal,CAN,Quebec,1968,5
8456106,Dallas,Drake,2/4/1969,Trail,CAN,British Columbia,1969,2
8446832,Craig,Fisher,6/30/1970,Oshawa,CAN,Ontario,1970,6
8459568,Michal,Grosek,6/1/1975,Vyskov,CZE,NA,1975,6
