team_code,season,position_type,player_id,headshot,first_name,last_name,sweater_number,position_code,shoots_catches,height_in_inches,weight_in_pounds,height_in_centimeters,weight_in_kilograms,birth_date,birth_city,birth_country,birth_state_province
BOS,20072008,defensemen,8460661,https://assets.nhle.com/mugs/nhl/20072008/BOS/8460661.png,Shane,Hnidy,34,D,R,74,204,188,93,11/8/1975,Neepawa,CAN,Manitoba
BOS,20072008,defensemen,8471436,https://assets.nhle.com/mugs/nhl/20072008/BOS/8471436.png,Matt,Hunwick,48,D,L,71,194,180,88,5/21/1985,Warren,USA,Michigan
BOS,20072008,defensemen,8471696,https://assets.nhle.com/mugs/nhl/20072008/BOS/8471696.png,Matt,Lashoff,29,D,L,74,204,188,93,9/29/1986,East Greenbush,USA,New York
BOS,20072008,defensemen,8470614,https://assets.nhle.com/mugs/nhl/20072008/BOS/8470614.png,Mark,Stuart,45,D,L,74,215,188,98,4/27/1984,Rochester,USA,Minnesota
BOS,20072008,defensemen,8458519,https://assets.nhle.com/mugs/nhl/20072008/BOS/8458519.png,Aaron,Ward,44,D,R,74,209,188,95,1/17/1973,Windsor,CAN,Ontario
BOS,20072008,defensemen,8469770,https://assets.nhle.com/mugs/nhl/20072008/BOS/8469770.png,Dennis,Wideman,6,D,R,72,202,183,92,3/20/1983,Kitchener,CAN,Ontario
BOS,20072008,goalies,8467913,https://assets.nhle.com/mugs/nhl/20072008/BOS/8467913.png,Alex,Auld,29,G,L,76,215,193,98,1/7/1981,Cold Lake,CAN,Alberta
BOS,20072008,goalies,8458988,https://assets.nhle.com/mugs/nhl/20072008/BOS/8458988.png,Manny,Fernandez,35,G,L,72,207,183,94,8/27/1974,Etobicoke,CAN,Ontario
BOS,20072008,goalies,8471695,https://assets.nhle.com/mugs/nhl/20072008/BOS/8471695.png,Tuukka,Rask,40,G,L,75,176,191,80,3/10/1987,Savonlinna,FIN,NA
BOS,20072008,goalies,8460703,https://assets.nhle.com/mugs/nhl/20072008/BOS/8460703.png,Tim,Thomas,30,G,L,71,201,180,91,4/15/1974,Flint,USA,Michigan
BOS,20082009,forwards,8462209,https://assets.nhle.com/mugs/nhl/20082009/BOS/8462209.png,P.J.,Axelsson,11,L,L,73,188,185,85,2/26/1975,Kungalv,SWE,NA
BOS,20082009,forwards,8470638,https://assets.nhle.com/mugs/nhl/20082009/BOS/8470638.png,Patrice,Bergeron,37,C,R,73,196,185,89,7/24/1985,L'Ancienne-Lorette,CAN,Quebec
BOS,20082009,forwards,8470700,https://assets.nhle.com/mugs/nhl/20082009/BOS/8470700.png,Byron,Bitz,61,R,R,77,215,196,98,7/21/1984,Saskatoon,CAN,Saskatchewan
BOS,20082009,forwards,8471277,https://assets.nhle.com/mugs/nhl/20082009/BOS/8471277.png,Martins,Karsums,44,R,R,70,198,178,90,2/26/1986,Riga,LVA,NA
BOS,20082009,forwards,8473548,https://assets.nhle.com/mugs/nhl/20082009/BOS/8473548.png,Phil,Kessel,81,C,R,71,208,180,94,10/2/1987,Madison,USA,Wisconsin
BOS,20082009,forwards,8469467,https://assets.nhle.com/mugs/nhl/20082009/BOS/8469467.png,Chuck,Kobasew,12,R,R,72,192,183,87,4/17/1982,Vancouver,CAN,British Columbia
BOS,20082009,forwards,8471276,https://assets.nhle.com/mugs/nhl/20082009/BOS/8471276.png,David,Krejci,46,C,R,72,192,183,87,4/28/1986,Sternberk,CZE,NA
BOS,20082009,forwards,8471747,https://assets.nhle.com/mugs/nhl/20082009/BOS/8471747.png,Mikko,Lehtonen,68,R,R,75,196,191,89,4/1/1987,Espoo,FIN,NA
BOS,20082009,forwards,8473473,https://assets.nhle.com/mugs/nhl/20082009/BOS/8473473.png,Milan,Lucic,17,L,L,75,240,191,109,6/7/1988,Vancouver,CAN,British Columbia
BOS,20082009,forwards,8471229,https://assets.nhle.com/mugs/nhl/20082009/BOS/8471229.png,Petteri,Nokelainen,29,C,R,73,201,185,91,1/16/1986,Imatra,FIN,NA
BOS,20082009,forwards,8450725,https://assets.nhle.com/mugs/nhl/20082009/BOS/8450725.png,Mark,Recchi,28,R,L,70,195,178,88,2/1/1968,Kamloops,CAN,British Columbia
BOS,20082009,forwards,8467545,https://assets.nhle.com/mugs/nhl/20082009/BOS/8467545.png,Michael,Ryder,73,R,R,73,200,185,91,3/31/1980,Bonavista,CAN,Newfoundland and Labrador
BOS,20082009,forwards,8462118,https://assets.nhle.com/mugs/nhl/20082009/BOS/8462118.png,Marc,Savard,91,C,L,70,191,178,87,7/17/1977,Ottawa,CAN,Ontario
BOS,20082009,forwards,8471743,https://assets.nhle.com/mugs/nhl/20082009/BOS/8471743.png,Vladimir,Sobotka,17,C,L,71,191,180,87,7/2/1987,Trebic,CZE,NA
BOS,20082009,forwards,8470366,https://assets.nhle.com/mugs/nhl/20082009/BOS/8470366.png,Martin,St. Pierre,57,C,L,69,188,175,85,8/11/1983,Ottawa,CAN,Ontario
BOS,20082009,forwards,8464979,https://assets.nhle.com/mugs/nhl/20082009/BOS/8464979.png,Marco,Sturm,16,L,L,72,196,183,89,9/8/1978,Dingolfing,DEU,NA
BOS,20082009,forwards,8465978,https://assets.nhle.com/mugs/nhl/20082009/BOS/8465978.png,Shawn,Thornton,22,L,R,74,217,188,98,7/23/1977,Oshawa,CAN,Ontario
BOS,20082009,forwards,8471218,https://assets.nhle.com/mugs/nhl/20082009/BOS/8471218.png,Blake,Wheeler,26,R,R,77,220,196,100,8/31/1986,Plymouth,USA,Minnesota
BOS,20082009,forwards,8459122,https://assets.nhle.com/mugs/nhl/20082009/BOS/8459122.png,Stephane,Yelle,18,C,L,74,182,188,83,5/9/1974,Ottawa,CAN,Ontario
BOS,20082009,defensemen,8470187,https://assets.nhle.com/mugs/nhl/20082009/BOS/8470187.png,Johnny,Boychuk,55,D,R,74,227,188,103,1/19/1984,Edmonton,CAN,Alberta
BOS,20082009,defensemen,8465009,https://assets.nhle.com/mugs/nhl/20082009/BOS/8465009.png,Zdeno,Chara,33,D,L,81,250,206,113,3/18/1977,Trencin,SVK,NA
BOS,20082009,defensemen,8466333,https://assets.nhle.com/mugs/nhl/20082009/BOS/8466333.png,Andrew,Ference,21,D,L,71,182,180,83,3/17/1979,Edmonton,CAN,Alberta
BOS,20082009,defensemen,8460661,https://assets.nhle.com/mugs/nhl/20082009/BOS/8460661.png,Shane,Hnidy,34,D,R,74,204,188,93,11/8/1975,Neepawa,CAN,Manitoba
BOS,20082009,defensemen,8471436,https://assets.nhle.com/mugs/nhl/20082009/BOS/8471436.png,Matt,Hunwick,48,D,L,71,194,180,88,5/21/1985,Warren,USA,Michigan
BOS,20082009,defensemen,8471696,https://assets.nhle.com/mugs/nhl/20082009/BOS/8471696.png,Matt,Lashoff,29,D,L,74,204,188,93,9/29/1986,East Greenbush,USA,New York
BOS,20082009,defensemen,8468927,https://assets.nhle.com/mugs/nhl/20082009/BOS/8468927.png,Steve,Montador,23,D,R,72,210,183,95,12/21/1979,Vancouver,CAN,British Columbia
BOS,20082009,defensemen,8470614,https://assets.nhle.com/mugs/nhl/20082009/BOS/8470614.png,Mark,Stuart,45,D,L,74,215,188,98,4/27/1984,Rochester,USA,Minnesota
BOS,20082009,defensemen,8458519,https://assets.nhle.com/mugs/nhl/20082009/BOS/8458519.png,Aaron,Ward,44,D,R,74,209,188,95,1/17/1973,Windsor,CAN,Ontario
BOS,20082009,defensemen,8469770,https://assets.nhle.com/mugs/nhl/20082009/BOS/8469770.png,Dennis,Wideman,6,D,R,72,202,183,92,3/20/1983,Kitchener,CAN,Ontario
BOS,20082009,goalies,8458988,https://assets.nhle.com/mugs/nhl/20082009/BOS/8458988.png,Manny,Fernandez,35,G,L,72,207,183,94,8/27/1974,Etobicoke,CAN,Ontario
BOS,20082009,goalies,8471695,https://assets.nhle.com/mugs/nhl/20082009/BOS/8471695.png,Tuukka,Rask,40,G,L,75,176,191,80,3/10/1987,Savonlinna,FIN,NA
BOS,20082009,goalies,8460703,https://assets.nhle.com/mugs/nhl/20082009/BOS/8460703.png,Tim,Thomas,30,G,L,71,201,180,91,4/15/1974,Flint,USA,Michigan
BOS,20092010,forwards,8464994,https://assets.nhle.com/mugs/nhl/20092010/BOS/8464994.png,Steve,Begin,27,L,L,72,192,183,87,6/14/1978,Trois-Rivières,CAN,Quebec
BOS,20092010,forwards,8470638,https://assets.nhle.com/mugs/nhl/20092010/BOS/8470638.png,Patrice,Bergeron,37,C,R,73,196,185,89,7/24/1985,L'Ancienne-Lorette,CAN,Quebec
BOS,20092010,forwards,8470700,https://assets.nhle.com/mugs/nhl/20092010/BOS/8470700.png,Byron,Bitz,61,R,R,77,215,196,98,7/21/1984,Saskatoon,CAN,Saskatchewan
BOS,20092010,forwards,8474045,https://assets.nhle.com/mugs/nhl/20092010/BOS/8474045.png,Zach,Hamill,52,C,R,71,180,180,82,9/23/1988,Vancouver,CAN,British Columbia
BOS,20092010,forwards,8469467,https://assets.nhle.com/mugs/nhl/20092010/BOS/8469467.png,Chuck,Kobasew,12,R,R,72,192,183,87,4/17/1982,Vancouver,CAN,British Columbia
BOS,20092010,forwards,8471276,https://assets.nhle.com/mugs/nhl/20092010/BOS/8471276.png,David,Krejci,46,C,R,72,192,183,87,4/28/1986,Sternberk,CZE,NA
BOS,20092010,forwards,8470970,https://assets.nhle.com/mugs/nhl/20092010/BOS/8470970.png,Drew,Larman,43,C,R,75,195,191,88,5/15/1985,Buffalo,USA,New York
BOS,20092010,forwards,8468707,https://assets.nhle.com/mugs/nhl/20092010/BOS/8468707.png,Guillaume,Lefebvre,92,L,L,73,200,185,91,5/7/1981,Amos,CAN,Quebec
BOS,20092010,forwards,8471747,https://assets.nhle.com/mugs/nhl/20092010/BOS/8471747.png,Mikko,Lehtonen,68,R,R,75,196,191,89,4/1/1987,Espoo,FIN,NA
BOS,20092010,forwards,8473473,https://assets.nhle.com/mugs/nhl/20092010/BOS/8473473.png,Milan,Lucic,17,L,L,75,240,191,109,6/7/1988,Vancouver,CAN,British Columbia
BOS,20092010,forwards,8473419,https://assets.nhle.com/mugs/nhl/20092010/BOS/8473419.png,Brad,Marchand,63,L,L,69,176,175,80,5/11/1988,Halifax,CAN,Nova Scotia
BOS,20092010,forwards,8470230,https://assets.nhle.com/mugs/nhl/20092010/BOS/8470230.png,Daniel,Paille,20,L,L,73,200,185,91,4/15/1984,Welland,CAN,Ontario
BOS,20092010,forwards,8450725,https://assets.nhle.com/mugs/nhl/20092010/BOS/8450725.png,Mark,Recchi,28,R,L,70,195,178,88,2/1/1968,Kamloops,CAN,British Columbia
BOS,20092010,forwards,8467545,https://assets.nhle.com/mugs/nhl/20092010/BOS/8467545.png,Michael,Ryder,73,R,R,73,200,185,91,3/31/1980,Bonavista,CAN,Newfoundland and Labrador
BOS,20092010,forwards,8459534,https://assets.nhle.com/mugs/nhl/20092010/BOS/8459534.png,Miroslav,Satan,81,R,L,75,191,191,87,10/22/1974,Topolcany,SVK,NA
BOS,20092010,forwards,8462118,https://assets.nhle.com/mugs/nhl/20092010/BOS/8462118.png,Marc,Savard,91,C,L,70,191,178,87,7/17/1977,Ottawa,CAN,Ontario
BOS,20092010,forwards,8471743,https://assets.nhle.com/mugs/nhl/20092010/BOS/8471743.png,Vladimir,Sobotka,17,C,L,71,191,180,87,7/2/1987,Trebic,CZE,NA
BOS,20092010,forwards,8464979,https://assets.nhle.com/mugs/nhl/20092010/BOS/8464979.png,Marco,Sturm,16,L,L,72,196,183,89,9/8/1978,Dingolfing,DEU,NA
BOS,20092010,forwards,8465978,https://assets.nhle.com/mugs/nhl/20092010/BOS/8465978.png,Shawn,Thornton,22,L,R,74,217,188,98,7/23/1977,Oshawa,CAN,Ontario
BOS,20092010,forwards,8471218,https://assets.nhle.com/mugs/nhl/20092010/BOS/8471218.png,Blake,Wheeler,26,R,R,77,220,196,100,8/31/1986,Plymouth,USA,Minnesota
BOS,20092010,forwards,8465056,https://assets.nhle.com/mugs/nhl/20092010/BOS/8465056.png,Trent,Whitfield,42,C,L,71,209,180,95,6/17/1977,Alameda,CAN,Saskatchewan
BOS,20092010,defensemen,8473550,https://assets.nhle.com/mugs/nhl/20092010/BOS/8473550.png,Andrew,Bodnarchuk,65,D,L,71,195,180,88,7/11/1988,Drumheller,CAN,Alberta
BOS,20092010,defensemen,8470187,https://assets.nhle.com/mugs/nhl/20092010/BOS/8470187.png,Johnny,Boychuk,55,D,R,74,227,188,103,1/19/1984,Edmonton,CAN,Alberta
BOS,20092010,defensemen,8465009,https://assets.nhle.com/mugs/nhl/20092010/BOS/8465009.png,Zdeno,Chara,33,D,L,81,250,206,113,3/18/1977,Trencin,SVK,NA
BOS,20092010,defensemen,8466333,https://assets.nhle.com/mugs/nhl/20092010/BOS/8466333.png,Andrew,Ference,21,D,L,71,182,180,83,3/17/1979,Edmonton,CAN,Alberta
BOS,20092010,defensemen,8471436,https://assets.nhle.com/mugs/nhl/20092010/BOS/8471436.png,Matt,Hunwick,48,D,L,71,194,180,88,5/21/1985,Warren,USA,Michigan
BOS,20092010,defensemen,8471717,https://assets.nhle.com/mugs/nhl/20092010/BOS/8471717.png,Adam,McQuaid,54,D,R,76,210,193,95,10/12/1986,Charlottetown,CAN,Prince Edward Island
BOS,20092010,defensemen,8464966,https://assets.nhle.com/mugs/nhl/20092010/BOS/8464966.png,Derek,Morris,53,D,R,72,210,183,95,8/24/1978,Edmonton,CAN,Alberta
BOS,20092010,defensemen,8474511,https://assets.nhle.com/mugs/nhl/20092010/BOS/8474511.png,Jeff,Penner,62,D,R,70,183,178,83,4/13/1987,Steinbach,CAN,Manitoba
BOS,20092010,defensemen,8469619,https://assets.nhle.com/mugs/nhl/20092010/BOS/8469619.png,Dennis,Seidenberg,44,D,L,72,199,183,90,7/18/1981,Schwenningen,DEU,NA
BOS,20092010,defensemen,8470614,https://assets.nhle.com/mugs/nhl/20092010/BOS/8470614.png,Mark,Stuart,45,D,L,74,215,188,98,4/27/1984,Rochester,USA,Minnesota
BOS,20092010,defensemen,8469770,https://assets.nhle.com/mugs/nhl/20092010/BOS/8469770.png,Dennis,Wideman,6,D,R,72,202,183,92,3/20/1983,Kitchener,CAN,Ontario
BOS,20092010,defensemen,8471188,https://assets.nhle.com/mugs/nhl/20092010/BOS/8471188.png,Andy,Wozniewski,53,D,L,77,225,196,102,5/25/1980,Buffalo Grove,USA,Illinois
BOS,20092010,goalies,8471695,https://assets.nhle.com/mugs/nhl/20092010/BOS/8471695.png,Tuukka,Rask,40,G,L,75,176,191,80,3/10/1987,Savonlinna,FIN,NA
BOS,20092010,goalies,8460703,https://assets.nhle.com/mugs/nhl/20092010/BOS/8460703.png,Tim,Thomas,30,G,L,71,201,180,91,4/15/1974,Flint,USA,Michigan
BOS,20102011,forwards,8474657,https://assets.nhle.com/mugs/nhl/20102011/BOS/8474657.png,Jamie,Arniel,72,C,R,71,183,180,83,11/16/1989,Kingston,CAN,Ontario
BOS,20102011,forwards,8470638,https://assets.nhle.com/mugs/nhl/20102011/BOS/8470638.png,Patrice,Bergeron,37,C,R,73,196,185,89,7/24/1985,L'Ancienne-Lorette,CAN,Quebec
BOS,20102011,forwards,8470169,https://assets.nhle.com/mugs/nhl/20102011/BOS/8470169.png,Gregory,Campbell,11,C,L,72,188,183,85,12/17/1983,London,CAN,Ontario
BOS,20102011,forwards,8475150,https://assets.nhle.com/mugs/nhl/20102011/BOS/8475150.png,Jordan,Caron,38,R,L,75,204,191,93,11/2/1990,Sayabec,CAN,Quebec
BOS,20102011,forwards,8474045,https://assets.nhle.com/mugs/nhl/20102011/BOS/8474045.png,Zach,Hamill,52,C,R,71,180,180,82,9/23/1988,Vancouver,CAN,British Columbia
BOS,20102011,forwards,8470596,https://assets.nhle.com/mugs/nhl/20102011/BOS/8470596.png,Nathan,Horton,18,R,R,74,229,188,104,5/29/1985,Welland,CAN,Ontario
BOS,20102011,forwards,8467967,https://assets.nhle.com/mugs/nhl/20102011/BOS/8467967.png,Chris,Kelly,23,C,L,72,190,183,86,11/11/1980,Toronto,CAN,Ontario
BOS,20102011,forwards,8471276,https://assets.nhle.com/mugs/nhl/20102011/BOS/8471276.png,David,Krejci,46,C,R,72,192,183,87,4/28/1986,Sternberk,CZE,NA
BOS,20102011,forwards,8473473,https://assets.nhle.com/mugs/nhl/20102011/BOS/8473473.png,Milan,Lucic,17,L,L,75,240,191,109,6/7/1988,Vancouver,CAN,British Columbia
BOS,20102011,forwards,8473419,https://assets.nhle.com/mugs/nhl/20102011/BOS/8473419.png,Brad,Marchand,63,L,L,69,176,175,80,5/11/1988,Halifax,CAN,Nova Scotia
BOS,20102011,forwards,8470230,https://assets.nhle.com/mugs/nhl/20102011/BOS/8470230.png,Daniel,Paille,20,L,L,73,200,185,91,4/15/1984,Welland,CAN,Ontario
BOS,20102011,forwards,8471514,https://assets.nhle.com/mugs/nhl/20102011/BOS/8471514.png,Rich,Peverley,49,C,R,71,195,180,88,7/8/1982,Kingston,CAN,Ontario
BOS,20102011,forwards,8450725,https://assets.nhle.com/mugs/nhl/20102011/BOS/8450725.png,Mark,Recchi,28,R,L,70,195,178,88,2/1/1968,Kamloops,CAN,British Columbia
BOS,20102011,forwards,8467545,https://assets.nhle.com/mugs/nhl/20102011/BOS/8467545.png,Michael,Ryder,73,R,R,73,200,185,91,3/31/1980,Bonavista,CAN,Newfoundland and Labrador
BOS,20102011,forwards,8462118,https://assets.nhle.com/mugs/nhl/20102011/BOS/8462118.png,Marc,Savard,91,C,L,70,191,178,87,7/17/1977,Ottawa,CAN,Ontario
BOS,20102011,forwards,8475794,https://assets.nhle.com/mugs/nhl/20102011/BOS/8475794.png,Tyler,Seguin,19,C,R,73,205,185,93,1/31/1992,Brampton,CAN,Ontario
BOS,20102011,forwards,8465978,https://assets.nhle.com/mugs/nhl/20102011/BOS/8465978.png,Shawn,Thornton,22,L,R,74,217,188,98,7/23/1977,Oshawa,CAN,Ontario
BOS,20102011,forwards,8471218,https://assets.nhle.com/mugs/nhl/20102011/BOS/8471218.png,Blake,Wheeler,26,R,R,77,220,196,100,8/31/1986,Plymouth,USA,Minnesota
BOS,20102011,defensemen,8474749,https://assets.nhle.com/mugs/nhl/20102011/BOS/8474749.png,Matt,Bartkowski,43,D,L,73,201,185,91,6/4/1988,Pittsburgh,USA,Pennsylvania
BOS,20102011,defensemen,8470187,https://assets.nhle.com/mugs/nhl/20102011/BOS/8470187.png,Johnny,Boychuk,55,D,R,74,227,188,103,1/19/1984,Edmonton,CAN,Alberta
BOS,20102011,defensemen,8465009,https://assets.nhle.com/mugs/nhl/20102011/BOS/8465009.png,Zdeno,Chara,33,D,L,81,250,206,113,3/18/1977,Trencin,SVK,NA
BOS,20102011,defensemen,8466333,https://assets.nhle.com/mugs/nhl/20102011/BOS/8466333.png,Andrew,Ference,21,D,L,71,182,180,83,3/17/1979,Edmonton,CAN,Alberta
BOS,20102011,defensemen,8460661,https://assets.nhle.com/mugs/nhl/20102011/BOS/8460661.png,Shane,Hnidy,34,D,R,74,204,188,93,11/8/1975,Neepawa,CAN,Manitoba
BOS,20102011,defensemen,8471436,https://assets.nhle.com/mugs/nhl/20102011/BOS/8471436.png,Matt,Hunwick,48,D,L,71,194,180,88,5/21/1985,Warren,USA,Michigan
BOS,20102011,defensemen,8465200,https://assets.nhle.com/mugs/nhl/20102011/BOS/8465200.png,Tomas,Kaberle,12,D,L,73,212,185,96,3/2/1978,Rakovnik,CZE,NA
BOS,20102011,defensemen,8474000,https://assets.nhle.com/mugs/nhl/20102011/BOS/8474000.png,Steven,Kampfer,44,D,R,71,198,180,90,9/24/1988,Ann Arbor,USA,Michigan
BOS,20102011,defensemen,8471717,https://assets.nhle.com/mugs/nhl/20102011/BOS/8471717.png,Adam,McQuaid,54,D,R,76,210,193,95,10/12/1986,Charlottetown,CAN,Prince Edward Island
BOS,20102011,defensemen,8469619,https://assets.nhle.com/mugs/nhl/20102011/BOS/8469619.png,Dennis,Seidenberg,44,D,L,72,199,183,90,7/18/1981,Schwenningen,DEU,NA
BOS,20102011,defensemen,8470614,https://assets.nhle.com/mugs/nhl/20102011/BOS/8470614.png,Mark,Stuart,45,D,L,74,215,188,98,4/27/1984,Rochester,USA,Minnesota
BOS,20102011,goalies,8471695,https://assets.nhle.com/mugs/nhl/20102011/BOS/8471695.png,Tuukka,Rask,40,G,L,75,176,191,80,3/10/1987,Savonlinna,FIN,NA
BOS,20102011,goalies,8460703,https://assets.nhle.com/mugs/nhl/20102011/BOS/8460703.png,Tim,Thomas,30,G,L,71,201,180,91,4/15/1974,Flint,USA,Michigan
BOS,20112012,forwards,8470638,https://assets.nhle.com/mugs/nhl/20112012/BOS/8470638.png,Patrice,Bergeron,37,C,R,73,196,185,89,7/24/1985,L'Ancienne-Lorette,CAN,Quebec
BOS,20112012,forwards,8470169,https://assets.nhle.com/mugs/nhl/20112012/BOS/8470169.png,Gregory,Campbell,11,C,L,72,188,183,85,12/17/1983,London,CAN,Ontario
BOS,20112012,forwards,8476211,https://assets.nhle.com/mugs/nhl/20112012/BOS/8476211.png,Carter,Camper,58,C,R,69,176,175,80,7/6/1988,Cleveland,USA,Ohio
BOS,20112012,forwards,8475150,https://assets.nhle.com/mugs/nhl/20112012/BOS/8475150.png,Jordan,Caron,38,R,L,75,204,191,93,11/2/1990,Sayabec,CAN,Quebec
BOS,20112012,forwards,8474045,https://assets.nhle.com/mugs/nhl/20112012/BOS/8474045.png,Zach,Hamill,52,C,R,71,180,180,82,9/23/1988,Vancouver,CAN,British Columbia
BOS,20112012,forwards,8470636,https://assets.nhle.com/mugs/nhl/20112012/BOS/8470636.png,Josh,Hennessy,62,C,L,72,200,183,91,2/7/1985,Brockton,USA,Massachusetts
BOS,20112012,forwards,8470596,https://assets.nhle.com/mugs/nhl/20112012/BOS/8470596.png,Nathan,Horton,18,R,R,74,229,188,104,5/29/1985,Welland,CAN,Ontario
BOS,20112012,forwards,8467967,https://assets.nhle.com/mugs/nhl/20112012/BOS/8467967.png,Chris,Kelly,23,C,L,72,190,183,86,11/11/1980,Toronto,CAN,Ontario
BOS,20112012,forwards,8471276,https://assets.nhle.com/mugs/nhl/20112012/BOS/8471276.png,David,Krejci,46,C,R,72,192,183,87,4/28/1986,Sternberk,CZE,NA
BOS,20112012,forwards,8473473,https://assets.nhle.com/mugs/nhl/20112012/BOS/8473473.png,Milan,Lucic,17,L,L,75,240,191,109,6/7/1988,Vancouver,CAN,British Columbia
BOS,20112012,forwards,8475283,https://assets.nhle.com/mugs/nhl/20112012/BOS/8475283.png,Lane,MacDermid,64,L,L,75,215,191,98,8/25/1989,Hartford,USA,Connecticut
BOS,20112012,forwards,8473419,https://assets.nhle.com/mugs/nhl/20112012/BOS/8473419.png,Brad,Marchand,63,L,L,69,176,175,80,5/11/1988,Halifax,CAN,Nova Scotia
BOS,20112012,forwards,8470230,https://assets.nhle.com/mugs/nhl/20112012/BOS/8470230.png,Daniel,Paille,20,L,L,73,200,185,91,4/15/1984,Welland,CAN,Ontario
BOS,20112012,forwards,8471514,https://assets.nhle.com/mugs/nhl/20112012/BOS/8471514.png,Rich,Peverley,49,C,R,71,195,180,88,7/8/1982,Kingston,CAN,Ontario
BOS,20112012,forwards,8471678,https://assets.nhle.com/mugs/nhl/20112012/BOS/8471678.png,Benoit,Pouliot,67,L,L,75,200,191,91,9/29/1986,Alfred,CAN,Ontario
BOS,20112012,forwards,8458525,https://assets.nhle.com/mugs/nhl/20112012/BOS/8458525.png,Brian,Rolston,12,R,L,74,215,188,98,2/21/1973,Flint,USA,Michigan
BOS,20112012,forwards,8474607,https://assets.nhle.com/mugs/nhl/20112012/BOS/8474607.png,Max,Sauve,74,C,L,72,185,183,84,1/30/1990,Tours,FRA,NA
BOS,20112012,forwards,8475794,https://assets.nhle.com/mugs/nhl/20112012/BOS/8475794.png,Tyler,Seguin,19,C,R,73,205,185,93,1/31/1992,Brampton,CAN,Ontario
BOS,20112012,forwards,8465978,https://assets.nhle.com/mugs/nhl/20112012/BOS/8465978.png,Shawn,Thornton,22,L,R,74,217,188,98,7/23/1977,Oshawa,CAN,Ontario
BOS,20112012,forwards,8465056,https://assets.nhle.com/mugs/nhl/20112012/BOS/8465056.png,Trent,Whitfield,42,C,L,71,209,180,95,6/17/1977,Alameda,CAN,Saskatchewan
BOS,20112012,defensemen,8474749,https://assets.nhle.com/mugs/nhl/20112012/BOS/8474749.png,Matt,Bartkowski,43,D,L,73,201,185,91,6/4/1988,Pittsburgh,USA,Pennsylvania
BOS,20112012,defensemen,8470187,https://assets.nhle.com/mugs/nhl/20112012/BOS/8470187.png,Johnny,Boychuk,55,D,R,74,227,188,103,1/19/1984,Edmonton,CAN,Alberta
BOS,20112012,defensemen,8465009,https://assets.nhle.com/mugs/nhl/20112012/BOS/8465009.png,Zdeno,Chara,33,D,L,81,250,206,113,3/18/1977,Trencin,SVK,NA
BOS,20112012,defensemen,8466215,https://assets.nhle.com/mugs/nhl/20112012/BOS/8466215.png,Joe,Corvo,14,D,R,72,204,183,93,6/20/1977,Oak Park,USA,Illinois
BOS,20112012,defensemen,8466333,https://assets.nhle.com/mugs/nhl/20112012/BOS/8466333.png,Andrew,Ference,21,D,L,71,182,180,83,3/17/1979,Edmonton,CAN,Alberta
BOS,20112012,defensemen,8474000,https://assets.nhle.com/mugs/nhl/20112012/BOS/8474000.png,Steven,Kampfer,44,D,R,71,198,180,90,9/24/1988,Ann Arbor,USA,Michigan
BOS,20112012,defensemen,8476792,https://assets.nhle.com/mugs/nhl/20112012/BOS/8476792.png,Torey,Krug,47,D,L,69,194,175,88,4/12/1991,Livonia,USA,Michigan
BOS,20112012,defensemen,8471717,https://assets.nhle.com/mugs/nhl/20112012/BOS/8471717.png,Adam,McQuaid,54,D,R,76,210,193,95,10/12/1986,Charlottetown,CAN,Prince Edward Island
BOS,20112012,defensemen,8466309,https://assets.nhle.com/mugs/nhl/20112012/BOS/8466309.png,Mike,Mottau,27,D,L,72,195,183,88,3/19/1978,Quincy,USA,Massachusetts
BOS,20112012,defensemen,8469619,https://assets.nhle.com/mugs/nhl/20112012/BOS/8469619.png,Dennis,Seidenberg,44,D,L,72,199,183,90,7/18/1981,Schwenningen,DEU,NA
BOS,20112012,defensemen,8468636,https://assets.nhle.com/mugs/nhl/20112012/BOS/8468636.png,Greg,Zanon,6,D,L,71,201,180,91,6/5/1980,Burnaby,CAN,British Columbia
BOS,20112012,goalies,8471418,https://assets.nhle.com/mugs/nhl/20112012/BOS/8471418.png,Anton,Khudobin,35,G,L,71,210,180,95,5/7/1986,Ust-Kamenogorsk,KAZ,NA
BOS,20112012,goalies,8471695,https://assets.nhle.com/mugs/nhl/20112012/BOS/8471695.png,Tuukka,Rask,40,G,L,75,176,191,80,3/10/1987,Savonlinna,FIN,NA
BOS,20112012,goalies,8460703,https://assets.nhle.com/mugs/nhl/20112012/BOS/8460703.png,Tim,Thomas,30,G,L,71,201,180,91,4/15/1974,Flint,USA,Michigan
BOS,20112012,goalies,8460612,https://assets.nhle.com/mugs/nhl/20112012/BOS/8460612.png,Marty,Turco,1,G,L,71,184,180,83,8/13/1975,Sault Ste. Marie,CAN,Ontario
BOS,20122013,forwards,8470638,https://assets.nhle.com/mugs/nhl/20122013/BOS/8470638.png,Patrice,Bergeron,37,C,R,73,196,185,89,7/24/1985,L'Ancienne-Lorette,CAN,Quebec
BOS,20122013,forwards,8471246,https://assets.nhle.com/mugs/nhl/20122013/BOS/8471246.png,Chris,Bourque,48,L,L,68,174,173,79,1/29/1986,Boston,USA,Massachusetts
BOS,20122013,forwards,8470169,https://assets.nhle.com/mugs/nhl/20122013/BOS/8470169.png,Gregory,Campbell,11,C,L,72,188,183,85,12/17/1983,London,CAN,Ontario
